out-1095.jpg,0,243.6673309,173.6720858,201.4526641,701.6924706,109.4578004,161.7852291,68.35793959,541.7526133,541.7526133,474.9268484,215.3679365,252.1916925,181.3689909,206.9268507,269.8074699,187.3457867,77.41462523,467.290296,165.3273309
out-1096.jpg,0,246.372298,175.1065126,207.323414,694.5722476,111.5337105,160.5121172,63.65688532,541.5206579,541.5206579,478.2223645,213.5272841,253.3491018,180.8224765,208.6006849,271.7056857,189.930402,87.29064663,466.3476627,163.0703117
out-1097.jpg,0,244.0711826,174.3287412,204.1960421,686.2613199,108.5890757,161.6546382,66.08698385,533.393049,533.393049,467.9723378,206.7856364,252.0796674,183.0272646,198.807785,270.7326269,188.9679021,85.34287499,458.6292438,162.4109664
out-1098.jpg,0,240.2996475,172.6951165,205.8938092,688.6383574,107.6595516,154.9613888,64.81116832,529.2413712,529.2413712,464.5413016,211.710273,250.6137675,178.6230586,200.954603,265.0569785,190.4867264,93.73563832,461.7328822,162.0261336
out-1099.jpg,0,251.6756019,171.1699214,209.0940388,682.9983826,118.7934201,159.6801988,57.51186655,535.4487173,535.4487173,478.2457729,215.636809,248.9297286,189.926313,206.3630378,272.9679279,187.1351389,89.80472392,464.2537462,166.6911158
out-1100.jpg,0,253.4822402,169.7371814,206.8010226,672.1669161,114.8757413,154.1795114,51.94564626,524.5181936,524.5181936,472.6805268,209.3392901,251.7041484,179.5930454,204.5789123,269.3043438,192.8506358,92.31577253,460.8362362,167.3096941
out-1101.jpg,0,251.1616522,167.99125,206.1222684,668.006796,108.017601,154.4603999,51.69956013,514.6470255,514.6470255,462.9602499,207.7438371,253.1943609,177.6178899,195.027493,269.101861,192.5937146,97.11165397,460.6773464,161.7373942
out-1102.jpg,0,245.2202216,174.9763607,208.9412365,667.9331493,112.7255879,136.4522244,50.15619166,529.622423,529.622423,479.6848888,191.3908733,268.3831058,185.7908417,194.2823238,286.9669748,197.7358406,114.0927575,458.6008692,164.8001168
out-1103.jpg,0,247.9363335,174.6757167,209.9865752,670.165046,118.3027728,150.1158836,44.21136989,520.9034506,520.9034506,476.9420393,203.3244073,259.6663699,180.3355039,201.5268452,276.2395148,193.0602687,93.30149635,462.3416269,170.5272368
out-1104.jpg,0,249.7138035,171.3887623,205.0577597,666.661208,105.7258559,148.3334043,61.89339337,536.7514304,536.7514304,476.4170595,197.3477435,246.8363068,175.5373099,204.7163275,274.6189946,197.7612412,105.1640473,443.0512399,175.7500976
out-1105.jpg,0,242.4074064,173.189096,203.80783,680.7975123,108.2373335,149.7699042,51.28988604,530.5489096,530.5489096,479.5165386,189.4625716,271.5212632,176.4749006,192.2923466,291.2601297,193.6705834,97.42716685,459.5254002,175.7806668
